2018-06-15 0:50:00, INFO, 124.133.167.186, File[ D:\wwwroot\new166channel\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[12]------ =====签名报文开始====== 
2018-06-15 0:50:00, INFO, 124.133.167.186, File[ D:\wwwroot\new166channel\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[18]------ 签名key=val&...串 >backUrl=http://www.sdjzsx.com/pay/sfb/notify_url.php&certId=1526265143868626&merId=7000000293&merchantNum=200370148160002&orderId=2018061500500066038&productCode=0202&signMethod=01&txnAmt=200&txnSubType=02&txnTime=20180615005000&txnType=02&version=1.0 
2018-06-15 0:50:00, INFO, 124.133.167.186, File[ D:\wwwroot\new166channel\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[21]------ 摘要sha1x16 >e5419962226aceb01f869e8e0e05c66408aa4032 
2018-06-15 0:50:00, INFO, 124.133.167.186, File[ D:\wwwroot\new166channel\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[28]------ 签名串为 >bb98fYFq4gTMFDNmdS/1iTL++pq57qcghaZYY2clzR6/yox1/Z+POswBhp5ohxNl9WgsteQnQrhcemqYL7/VU+j9PvLrWNeKVNwavMMiAs21uI+SA72f0UhS3r9+kUOHPkPZ2c+gYOIt+kHHRmnq65ueXkC8BGm3oo9nnjp97lcjFVL0JJXZh2mleXoQ6NbxhMQE8Jx8mxw4z8zpgQj3G+QZXv3lhsD1xYkp1fG8Uj1Hhtf+Vm8JkQ8y29DMLCOutZnQoqnBSCy2PRTEi8gzNjRuPmG7v+nWQbUKYpAuywYaTiD1u/3s+/QuSpT9ZwkGRIFhADscQJMqKA6XqfwGwQ== 
2018-06-15 0:50:00, INFO, 124.133.167.186, File[ D:\wwwroot\new166channel\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[33]------ =====签名报文结束====== 
2018-06-15 0:50:03, INFO, 124.133.167.186, File[ D:\wwwroot\new166channel\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[71]------ 报文返回的证书ID>1493192193960028 
2018-06-15 0:50:03, INFO, 124.133.167.186, File[ D:\wwwroot\new166channel\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[74]------ 验证签名证书目录 :>./assets/certs/ 
2018-06-15 0:50:03, INFO, 124.133.167.186, File[ D:\wwwroot\new166channel\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[84]------ 加载验签证书成功 
2018-06-15 0:50:03, INFO, 124.133.167.186, File[ D:\wwwroot\new166channel\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[52]------ 报文去[signature] key=val&串>backUrl=http://www.sdjzsx.com/pay/sfb/notify_url.php&certId=1493192193960028&merId=7000000293&merchantNum=200370148160002&orderId=2018061500500066038&payInfo=weixin://wxpay/bizpayurl?pr=MGoLLn2&productCode=0202&queryId=18061530655657564955&respCode=66&respMsg=交易成功&signMethod=01&txnAmt=200&txnSubType=02&txnTime=20180615005000&txnType=02&version=1.0 
2018-06-15 0:50:03, INFO, 124.133.167.186, File[ D:\wwwroot\new166channel\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[56]------ 摘要shax16>0d954d888a8950439ad2b049f320a9a8afc377aa 
2018-06-15 0:50:03, INFO, 124.133.167.186, File[ D:\wwwroot\new166channel\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[58]------ 验签成功 
