2018-05-28 18:23:32, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[12]------ =====签名报文开始====== 
2018-05-28 18:23:32, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[18]------ 签名key=val&...串 >backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1526265143868626&merId=7000000293&merchantNum=200370148160002&orderId=2018052818233225947&productCode=0202&signMethod=01&txnAmt=200&txnSubType=02&txnTime=20180528182332&txnType=02&version=1.0 
2018-05-28 18:23:32, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[21]------ 摘要sha1x16 >f1073d7ea6c67b6dcc0d168945bb8b47ae10da4c 
2018-05-28 18:23:33, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[28]------ 签名串为 >m6B9x3di5SNwByTopXRDTvJCyZd1SieDBPKyTLWB4rE1EoYyR6PG+JNa13u7cMKLzf+ZTn/X79ap/fUvEen5aNJZH8xdW8Mn7U+uM6h+P2MUutAaNtBhNfXbMcVnp6PZRekk11y8FtkzIS6Wt3tbi3mxNwImSEgLUejy4XyPCFjs5iFQpdK7R9PlW11i7RR/JNvGqLn0vTcTfhPoCFjV1te/jMcfVv0ZHTnwZMgIhRUeJfA+ki20zHp0vtAk0XJjsRnLH/R8ZdgkckOEuFbkWOpuiHQneKlPxpp3k169rk/bAOF+lJ3AuVFi+SrNLkG8/92leuoWMsl7hM3z3kTKeg== 
2018-05-28 18:23:33, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[33]------ =====签名报文结束====== 
2018-05-28 18:23:35, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[71]------ 报文返回的证书ID>1493192193960028 
2018-05-28 18:23:35, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[74]------ 验证签名证书目录 :>./assets/certs/ 
2018-05-28 18:23:35, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[84]------ 加载验签证书成功 
2018-05-28 18:23:35, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[52]------ 报文去[signature] key=val&串>backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1493192193960028&merId=7000000293&merchantNum=200370148160002&orderId=2018052818233225947&payInfo=weixin://wxpay/bizpayurl?pr=iOPb8Pa&productCode=0202&queryId=18052863035398985017&respCode=66&respMsg=交易成功&signMethod=01&txnAmt=200&txnSubType=02&txnTime=20180528182332&txnType=02&version=1.0 
2018-05-28 18:23:35, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[56]------ 摘要shax16>ba13e8672df6df83dbe5c8d65ca0279e4027e76c 
2018-05-28 18:23:35, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[58]------ 验签成功 
